id,label,dataset,subset,file,extension,path
e10f13d4-3623-4691-bba1-a23c45e9bbe0,1,polardiff,FIREFLY,b52f1d8a-16a5-4d62-ba8c-d722f8fb6bbd.png,png,/datasets/synthbuster/polardiff/FIREFLY/b52f1d8a-16a5-4d62-ba8c-d722f8fb6bbd.png
6f6e022a-b31a-4bef-8695-9eb20e25346b,1,polardiff,STABLE_DIFFUSION_2.1,02283924-f8d4-4608-863d-659e0f302b65.png,png,/datasets/synthbuster/polardiff/STABLE_DIFFUSION_2.1/02283924-f8d4-4608-863d-659e0f302b65.png
0a57ba41-a043-485a-be77-4bf9c8ee61f7,1,polardiff,MIDJOURNEY,6670a698-98d7-4565-a5ca-b04fb77785c9.png,png,/datasets/synthbuster/polardiff/MIDJOURNEY/6670a698-98d7-4565-a5ca-b04fb77785c9.png
b7c7e85b-9a0a-4bb7-b91a-83974b18ac82,1,polardiff,DALL.E_3,33de86d0-0426-4160-be23-ac0ce96490d5.png,png,/datasets/synthbuster/polardiff/DALL.E_3/33de86d0-0426-4160-be23-ac0ce96490d5.png
fb21ef10-f623-441a-8412-22b680d0d7bf,0,dresden,Olympus_mju_1050SW,Olympus_mju_1050SW_2_24815.JPG,JPG,/datasets/synthbuster/dresden/Olympus_mju_1050SW/Olympus_mju_1050SW_2_24815.JPG
f7aa131c-09eb-4a9c-a7b4-2252fdd89540,0,dresden,Samsung_NV15,Samsung_NV15_0_45357.JPG,JPG,/datasets/synthbuster/dresden/Samsung_NV15/Samsung_NV15_0_45357.JPG
12e4e3a4-17d0-4e40-9d1d-ca62d68eabb0,1,polardiff,GLIDE,9c47a575-16ac-445f-9629-f60891a32e00.png,png,/datasets/synthbuster/polardiff/GLIDE/9c47a575-16ac-445f-9629-f60891a32e00.png
4b135970-dd3a-4a63-83c0-d45139196f69,1,polardiff,STABLE_DIFFUSION_XL,4015e716-c196-4557-8a67-3580965357a3.png,png,/datasets/synthbuster/polardiff/STABLE_DIFFUSION_XL/4015e716-c196-4557-8a67-3580965357a3.png
7fb35e34-02cc-4af9-bd54-db8f69e9f6af,1,polardiff,STABLE_DIFFUSION_XL,b8efc96e-90f7-4f2d-a359-46aac5d9441f.png,png,/datasets/synthbuster/polardiff/STABLE_DIFFUSION_XL/b8efc96e-90f7-4f2d-a359-46aac5d9441f.png
fa56a174-0706-43d8-8a13-7eaff483b31d,0,dresden,Samsung_L74wide,Samsung_L74wide_1_44176.JPG,JPG,/datasets/synthbuster/dresden/Samsung_L74wide/Samsung_L74wide_1_44176.JPG
5ceac634-8ad2-49fd-8bc5-a89221aaec20,0,dresden,FujiFilm_FinePixJ50_0,FujiFilm_FinePixJ50_2_8617.JPG,JPG,/datasets/synthbuster/dresden/FujiFilm_FinePixJ50_0/FujiFilm_FinePixJ50_2_8617.JPG
8933b3ea-fe01-4c12-bb7f-62bb88f44232,0,dresden,Samsung_NV15,Samsung_NV15_1_45841.JPG,JPG,/datasets/synthbuster/dresden/Samsung_NV15/Samsung_NV15_1_45841.JPG
436c7438-5870-468e-9569-b4dcaaeb57fd,1,polardiff,GLIDE,8ae908f0-d192-4ea7-a49c-0efa18fa5a5c.png,png,/datasets/synthbuster/polardiff/GLIDE/8ae908f0-d192-4ea7-a49c-0efa18fa5a5c.png
c6b1ed8c-8e4f-45e6-82b7-9889aecc507b,0,dresden,Sony_DSC_W170,Sony_DSC-W170_0_50971.JPG,JPG,/datasets/synthbuster/dresden/Sony_DSC_W170/Sony_DSC-W170_0_50971.JPG
fda2edca-f694-4143-86dc-f9a7e345957b,0,dresden,Praktica_DCZ59,Praktica_DCZ5.9_1_34260.JPG,JPG,/datasets/synthbuster/dresden/Praktica_DCZ59/Praktica_DCZ5.9_1_34260.JPG
193ae1c6-fb7c-462f-82eb-ab456d4aa48b,1,polardiff,MIDJOURNEY,f441b779-ea08-4e15-90d2-cb17e854e5ad.png,png,/datasets/synthbuster/polardiff/MIDJOURNEY/f441b779-ea08-4e15-90d2-cb17e854e5ad.png
53dfb5e8-e691-45c4-9b6e-c14a6daca917,0,dresden,Olympus_mju_1050SW,Olympus_mju_1050SW_3_25234.JPG,JPG,/datasets/synthbuster/dresden/Olympus_mju_1050SW/Olympus_mju_1050SW_3_25234.JPG
f331ac6b-d3cc-403e-94d4-95d36e3bb5f5,1,polardiff,DALL.E_2,214e7279-779b-4426-aa69-aa6428ac8c47.png,png,/datasets/synthbuster/polardiff/DALL.E_2/214e7279-779b-4426-aa69-aa6428ac8c47.png
45584b06-a5cb-4db7-9c27-5e6aae32e78e,1,polardiff,DALL.E_3,c5e9d1d0-6521-4b06-a9ec-712f082b1dbb.png,png,/datasets/synthbuster/polardiff/DALL.E_3/c5e9d1d0-6521-4b06-a9ec-712f082b1dbb.png
c833fe0d-c2b7-4393-b6cd-ebf3bc5a8939,0,dresden,Agfa_DC-830i_0,Agfa_DC-733s_0_524.JPG,JPG,/datasets/synthbuster/dresden/Agfa_DC-830i_0/Agfa_DC-733s_0/Agfa_DC-733s_0_524.JPG
70ace259-f039-46a8-bef3-828cc0b28003,0,dresden,Agfa_DC-733s,Agfa_DC-733s_0_887.JPG,JPG,/datasets/synthbuster/dresden/Agfa_DC-733s/Agfa_DC-733s_0_887.JPG
46790e88-7eb7-4da8-bde9-6f8dccc2d33e,1,polardiff,DALL.E_3,5d57416f-bf77-4f03-8a5f-231c5c0c84f3.png,png,/datasets/synthbuster/polardiff/DALL.E_3/5d57416f-bf77-4f03-8a5f-231c5c0c84f3.png
bba9638c-54b0-4d63-ba86-f16836515f3b,0,dresden,Samsung_NV15,Samsung_NV15_1_45916.JPG,JPG,/datasets/synthbuster/dresden/Samsung_NV15/Samsung_NV15_1_45916.JPG
a9c410ff-1f3c-4ce7-9861-1a026953de98,0,dresden,Nikon_D70,Nikon_D70_0_19749.JPG,JPG,/datasets/synthbuster/dresden/Nikon_D70/Nikon_D70_0_19749.JPG
57354596-b161-401b-ad7e-313a0130c017,0,dresden,Kodak_M1063_0,Kodak_M1063_4_12198.JPG,JPG,/datasets/synthbuster/dresden/Kodak_M1063_0/Kodak_M1063_4_12198.JPG
39d746ef-cebe-4a98-9125-57b05e18125f,0,dresden,Sony_DSC_T77,Sony_DSC-T77_0_48699.JPG,JPG,/datasets/synthbuster/dresden/Sony_DSC_T77/Sony_DSC-T77_0_48699.JPG
9029197e-b250-4fa4-9714-a2e7d69aed95,0,dresden,Nikon_D200,Nikon_D200_0_15191.JPG,JPG,/datasets/synthbuster/dresden/Nikon_D200/Nikon_D200_0_15191.JPG
d2d285ec-4e96-4efe-8fb8-ad2a43969722,0,dresden,Canon_PowerShotA640,Canon_PowerShotA640_0_4738.JPG,JPG,/datasets/synthbuster/dresden/Canon_PowerShotA640/Canon_PowerShotA640_0_4738.JPG
b407a902-9e14-4267-9dc4-edef65a657b7,0,dresden,Panasonic_DMC_FZ50,Panasonic_DMC-FZ50_1_27447.JPG,JPG,/datasets/synthbuster/dresden/Panasonic_DMC_FZ50/Panasonic_DMC-FZ50_1_27447.JPG
30be1aca-6850-4e9d-9239-534328715744,0,dresden,Praktica_DCZ59,Praktica_DCZ5.9_0_33739.JPG,JPG,/datasets/synthbuster/dresden/Praktica_DCZ59/Praktica_DCZ5.9_0_33739.JPG
e6454208-a04a-4524-9ae5-905c5db8f8f7,0,dresden,FujiFilm_FinePixJ50_0,FujiFilm_FinePixJ50_2_9015.JPG,JPG,/datasets/synthbuster/dresden/FujiFilm_FinePixJ50_0/FujiFilm_FinePixJ50_2_9015.JPG
5a13b5ab-a6d9-4b38-b852-828a0d82f8f7,0,dresden,Kodak_M1063_0,Kodak_M1063_2_11215.JPG,JPG,/datasets/synthbuster/dresden/Kodak_M1063_0/Kodak_M1063_2_11215.JPG
662ebe75-de93-41cd-8cf7-230929b6f66c,0,dresden,Kodak_M1063_0,Kodak_M1063_4_12436.JPG,JPG,/datasets/synthbuster/dresden/Kodak_M1063_0/Kodak_M1063_4_12436.JPG
5e1f5e4d-8dfb-4785-894e-d48d02f6af00,0,dresden,Pentax_OptioA40,Pentax_OptioA40_1_31163.JPG,JPG,/datasets/synthbuster/dresden/Pentax_OptioA40/Pentax_OptioA40_1_31163.JPG
7ed38a75-2f54-4b85-a127-a8300ebf4957,1,polardiff,STABLE_DIFFUSION_2.1,332b32b4-b967-4d07-a66c-6a1675eb0c33.png,png,/datasets/synthbuster/polardiff/STABLE_DIFFUSION_2.1/332b32b4-b967-4d07-a66c-6a1675eb0c33.png
0e7122b3-e0de-442b-b9ea-18be45e00b78,1,polardiff,MIDJOURNEY,83603a36-5ac6-4821-9fb5-0e819324e408.png,png,/datasets/synthbuster/polardiff/MIDJOURNEY/83603a36-5ac6-4821-9fb5-0e819324e408.png
e416d9d4-f2bd-4030-a8d3-4d359c81ce4c,0,dresden,Ricoh_GX100,Ricoh_GX100_3_40241.JPG,JPG,/datasets/synthbuster/dresden/Ricoh_GX100/Ricoh_GX100_3_40241.JPG
d68349dc-5d61-48b3-b369-bcf99dffebef,0,dresden,Nikon_D200,Nikon_D200_0_14978.JPG,JPG,/datasets/synthbuster/dresden/Nikon_D200/Nikon_D200_0_14978.JPG
c06c0bcb-159b-4975-8f71-6ee2d8b93147,0,dresden,Pentax_OptioA40,Pentax_OptioA40_1_31204.JPG,JPG,/datasets/synthbuster/dresden/Pentax_OptioA40/Pentax_OptioA40_1_31204.JPG
5bd1d321-f45e-41c2-aab8-3d5ea8581351,1,polardiff,STABLE_DIFFUSION_1.,6df99b27-5550-405d-b2aa-03676b205c64.png,png,/datasets/synthbuster/polardiff/STABLE_DIFFUSION_1./6df99b27-5550-405d-b2aa-03676b205c64.png
8e1362fd-b007-4269-9bca-8a717fb0bc79,1,polardiff,GLIDE,ef48d6cb-63d6-4a52-b2af-76476d2a7dd2.png,png,/datasets/synthbuster/polardiff/GLIDE/ef48d6cb-63d6-4a52-b2af-76476d2a7dd2.png
ebc86462-3f7b-4b1d-b779-937a5465d185,0,dresden,Nikon_CoolPixS710_0,Nikon_CoolPixS710_1_13353.JPG,JPG,/datasets/synthbuster/dresden/Nikon_CoolPixS710_0/Nikon_CoolPixS710_1_13353.JPG
0221f2c2-6491-453c-a0d3-f6eaa8ef23e9,0,dresden,Praktica_DCZ59,Praktica_DCZ5.9_1_34197.JPG,JPG,/datasets/synthbuster/dresden/Praktica_DCZ59/Praktica_DCZ5.9_1_34197.JPG
9914aee4-27e7-46de-9e8f-1f7ff124a65c,1,polardiff,STABLE_DIFFUSION_1.,e63d3316-ec7d-47cf-9691-b4b39358cb9f.png,png,/datasets/synthbuster/polardiff/STABLE_DIFFUSION_1./e63d3316-ec7d-47cf-9691-b4b39358cb9f.png
b8ca6eee-eb5a-4400-ad8c-4157097a5b00,0,dresden,Nikon_CoolPixS710_0,Nikon_CoolPixS710_4_14650.JPG,JPG,/datasets/synthbuster/dresden/Nikon_CoolPixS710_0/Nikon_CoolPixS710_4_14650.JPG
527ddf71-4fd0-43e9-8e1f-a589ccb5e22d,0,dresden,Kodak_M1063_0,Kodak_M1063_1_10395.JPG,JPG,/datasets/synthbuster/dresden/Kodak_M1063_0/Kodak_M1063_1_10395.JPG
a8baf02b-6c9c-45f2-b52f-8aeeb26d9f12,0,dresden,rollei_RCP_7325XS,Rollei_RCP-7325XS_2_43151.JPG,JPG,/datasets/synthbuster/dresden/rollei_RCP_7325XS/Rollei_RCP-7325XS_2_43151.JPG
51b3fa97-eb28-4f7b-b537-771c53a6ed75,1,polardiff,STABLE_DIFFUSION_2.1,08813049-031b-4db7-bd23-b3d6cda61744.png,png,/datasets/synthbuster/polardiff/STABLE_DIFFUSION_2.1/08813049-031b-4db7-bd23-b3d6cda61744.png
8672bef8-aae4-4641-819d-4415c9c73a23,0,dresden,Nikon_D70,Nikon_D70s_1_22894.JPG,JPG,/datasets/synthbuster/dresden/Nikon_D70/Nikon_D70s_1_22894.JPG
d12b90ae-73a2-435b-b691-cd33b4a116f1,1,polardiff,MIDJOURNEY,5a4cbd61-a7af-4be6-854d-75e6854307cb.png,png,/datasets/synthbuster/polardiff/MIDJOURNEY/5a4cbd61-a7af-4be6-854d-75e6854307cb.png
c15c3315-c5a8-478b-8ac0-dd02df07857f,1,polardiff,FIREFLY,4722b5a0-2ca2-4ced-8a6e-4e9ddc2e87f5.png,png,/datasets/synthbuster/polardiff/FIREFLY/4722b5a0-2ca2-4ced-8a6e-4e9ddc2e87f5.png
68495c1c-e97f-473e-82d6-a087d20fb6a5,1,polardiff,GLIDE,551b6a6a-afb5-4001-b850-8b03338ca071.png,png,/datasets/synthbuster/polardiff/GLIDE/551b6a6a-afb5-4001-b850-8b03338ca071.png
e94b7936-6f1c-4305-a2e5-14790c910b40,0,dresden,Panasonic_DMC_FZ50,Panasonic_DMC-FZ50_1_27452.JPG,JPG,/datasets/synthbuster/dresden/Panasonic_DMC_FZ50/Panasonic_DMC-FZ50_1_27452.JPG
e0c5a318-367a-4617-84b4-11da3af65025,0,dresden,Samsung_L74wide,Samsung_L74wide_2_44724.JPG,JPG,/datasets/synthbuster/dresden/Samsung_L74wide/Samsung_L74wide_2_44724.JPG
031002f5-ebf8-4dc7-9600-929c48afd867,0,dresden,Olympus_mju_1050SW,Olympus_mju_1050SW_3_25304.JPG,JPG,/datasets/synthbuster/dresden/Olympus_mju_1050SW/Olympus_mju_1050SW_3_25304.JPG
a7dec966-082b-4c12-80fa-b26664db71a4,0,dresden,Nikon_D200,Nikon_D200_0_15491.JPG,JPG,/datasets/synthbuster/dresden/Nikon_D200/Nikon_D200_0_15491.JPG
450ea594-0dc3-49bf-8869-de0eb6362b7a,0,dresden,Panasonic_DMC_FZ50,Panasonic_DMC-FZ50_2_29355.JPG,JPG,/datasets/synthbuster/dresden/Panasonic_DMC_FZ50/Panasonic_DMC-FZ50_2_29355.JPG
528448a6-17b8-4f93-b183-22c0f734e0df,1,polardiff,STABLE_DIFFUSION_XL,97ce27ff-fabf-4e92-a235-73919aea0fad.png,png,/datasets/synthbuster/polardiff/STABLE_DIFFUSION_XL/97ce27ff-fabf-4e92-a235-73919aea0fad.png
cf273714-f350-4481-ac78-8486756bca88,0,dresden,Sony_DSC_W170,Sony_DSC-W170_0_51449.JPG,JPG,/datasets/synthbuster/dresden/Sony_DSC_W170/Sony_DSC-W170_0_51449.JPG
6d975b4c-1a17-47aa-a292-3b6f12b19073,0,dresden,Sony_DSC_H50,Sony_DSC-H50_1_47918.JPG,JPG,/datasets/synthbuster/dresden/Sony_DSC_H50/Sony_DSC-H50_1_47918.JPG
21909d8b-da4a-4cfc-b428-99b553eff485,1,polardiff,FIREFLY,b878fafc-10b2-4d2a-ae6f-475cd38a1126.png,png,/datasets/synthbuster/polardiff/FIREFLY/b878fafc-10b2-4d2a-ae6f-475cd38a1126.png
2a6f36dc-f450-475a-b6ba-2cc20d8036dd,1,polardiff,STABLE_DIFFUSION_XL,04a277ea-3189-4e99-9e1f-a372082d9a40.png,png,/datasets/synthbuster/polardiff/STABLE_DIFFUSION_XL/04a277ea-3189-4e99-9e1f-a372082d9a40.png
d8083155-9c69-43a8-aaf9-f0131b1339ca,1,polardiff,STABLE_DIFFUSION_XL,79317834-3634-4a8e-9fc2-6784f57f2cb5.png,png,/datasets/synthbuster/polardiff/STABLE_DIFFUSION_XL/79317834-3634-4a8e-9fc2-6784f57f2cb5.png
458e8244-f6cb-49f3-8975-26d4766cc305,0,dresden,Agfa_DC-830i_0,Agfa_DC-733s_0_683.JPG,JPG,/datasets/synthbuster/dresden/Agfa_DC-830i_0/Agfa_DC-733s_0/Agfa_DC-733s_0_683.JPG
bea222f9-1469-4ac8-a69c-5d076e14ca3a,1,polardiff,DALL.E_3,9b2804a5-bcab-4e2f-b54f-419d2f190406.png,png,/datasets/synthbuster/polardiff/DALL.E_3/9b2804a5-bcab-4e2f-b54f-419d2f190406.png
e7236983-a4d1-4a1c-b3fe-de99e58c8524,0,dresden,Agfa_DC-733s,Agfa_DC-733s_0_566.JPG,JPG,/datasets/synthbuster/dresden/Agfa_DC-733s/Agfa_DC-733s_0_566.JPG
82a586ae-85b7-40e3-bce7-0307091820d4,0,dresden,Nikon_D70,Nikon_D70s_1_22878.JPG,JPG,/datasets/synthbuster/dresden/Nikon_D70/Nikon_D70s_1_22878.JPG
f10dbf59-dfbc-4970-a8b0-8d1f0f9ba217,0,dresden,Casio_EX_Z150_0,Casio_EX-Z150_0_5075.JPG,JPG,/datasets/synthbuster/dresden/Casio_EX_Z150_0/Casio_EX-Z150_0_5075.JPG
b08713f7-4f99-4cdd-a4d5-47be6e466d31,1,polardiff,STABLE_DIFFUSION_1.,f1c2f9b5-c240-460b-b8bd-c2bcd1bef6c5.png,png,/datasets/synthbuster/polardiff/STABLE_DIFFUSION_1./f1c2f9b5-c240-460b-b8bd-c2bcd1bef6c5.png
4612f90e-a147-4714-9795-7d287b6e5c1b,1,polardiff,DALL.E_2,0a96898c-38cc-4c68-aeec-bba2eb819567.png,png,/datasets/synthbuster/polardiff/DALL.E_2/0a96898c-38cc-4c68-aeec-bba2eb819567.png
42e75981-c341-4416-820c-dcc49ccdfdf4,1,polardiff,STABLE_DIFFUSION_1.,7dd1acb9-e5cb-41da-80e0-7f74da970b90.png,png,/datasets/synthbuster/polardiff/STABLE_DIFFUSION_1./7dd1acb9-e5cb-41da-80e0-7f74da970b90.png
f1ef622d-93fd-4fb9-ae16-650f490ca2fa,0,dresden,Nikon_D200,Nikon_D200_0_15229.JPG,JPG,/datasets/synthbuster/dresden/Nikon_D200/Nikon_D200_0_15229.JPG
f5b964c5-cd07-4d5d-9bba-0104eec79d90,1,polardiff,GLIDE,d09c1f50-f6f1-4565-a946-4af34c505c3b.png,png,/datasets/synthbuster/polardiff/GLIDE/d09c1f50-f6f1-4565-a946-4af34c505c3b.png
9fc3a06b-a8da-4208-af6c-ba0fde7ec5f2,1,polardiff,STABLE_DIFFUSION_XL,2767526c-9eba-4637-a728-79fbed7eca9b.png,png,/datasets/synthbuster/polardiff/STABLE_DIFFUSION_XL/2767526c-9eba-4637-a728-79fbed7eca9b.png
2363b642-99be-4b35-bd8d-1b92c44916e6,1,polardiff,FIREFLY,e6a7dd94-c9da-4c25-ab0d-e89784966fd2.png,png,/datasets/synthbuster/polardiff/FIREFLY/e6a7dd94-c9da-4c25-ab0d-e89784966fd2.png
4983598c-d3f4-4dec-8ee8-9e8a8762ef5f,0,dresden,Samsung_L74wide,Samsung_L74wide_2_44796.JPG,JPG,/datasets/synthbuster/dresden/Samsung_L74wide/Samsung_L74wide_2_44796.JPG
fa447e73-120c-4052-9a0e-e3fa607e2050,0,dresden,FujiFilm_FinePixJ50_0,FujiFilm_FinePixJ50_0_7552.JPG,JPG,/datasets/synthbuster/dresden/FujiFilm_FinePixJ50_0/FujiFilm_FinePixJ50_0_7552.JPG
f1cf5ea6-39aa-42a8-9b87-3b60e98680f6,0,dresden,Agfa_DC-733s,Agfa_DC-733s_0_475.JPG,JPG,/datasets/synthbuster/dresden/Agfa_DC-733s/Agfa_DC-733s_0_475.JPG
908dde8d-2f60-4916-9800-f721f19a6d7a,1,polardiff,STABLE_DIFFUSION_2.1,7c78a850-a45e-4507-a6c3-4441f9195b55.png,png,/datasets/synthbuster/polardiff/STABLE_DIFFUSION_2.1/7c78a850-a45e-4507-a6c3-4441f9195b55.png
8465048e-e741-4855-8dc6-6c323d48c998,0,dresden,Agfa_DC-830i_0,Agfa_DC-830i_0_1145.JPG,JPG,/datasets/synthbuster/dresden/Agfa_DC-830i_0/Agfa_DC-830i_0_1145.JPG
5a2fe099-553e-4783-8547-cc783b1acd7f,0,dresden,FujiFilm_FinePixJ50_0,FujiFilm_FinePixJ50_1_8279.JPG,JPG,/datasets/synthbuster/dresden/FujiFilm_FinePixJ50_0/FujiFilm_FinePixJ50_1_8279.JPG
9412af0d-c44c-4ae0-b0cb-319723e28d6c,0,dresden,Kodak_M1063_0,Kodak_M1063_2_11166.JPG,JPG,/datasets/synthbuster/dresden/Kodak_M1063_0/Kodak_M1063_2_11166.JPG
3b6cd959-5309-4fa3-bea2-20ad59d06092,0,dresden,Casio_EX_Z150_0,Casio_EX-Z150_3_6524.JPG,JPG,/datasets/synthbuster/dresden/Casio_EX_Z150_0/Casio_EX-Z150_3_6524.JPG
2f19a169-636e-4bf5-b836-babc3aaa30e0,0,dresden,Nikon_CoolPixS710_0,Nikon_CoolPixS710_3_14194.JPG,JPG,/datasets/synthbuster/dresden/Nikon_CoolPixS710_0/Nikon_CoolPixS710_3_14194.JPG
3d3fe81c-ff01-4ef6-b3ee-0769566712f3,0,dresden,Agfa_Sensor530s_0,Agfa_Sensor530s_0_2050.JPG,JPG,/datasets/synthbuster/dresden/Agfa_Sensor530s_0/Agfa_Sensor530s_0_2050.JPG
3c7f3299-5839-4a51-9f32-c858fcbdc2da,1,polardiff,STABLE_DIFFUSION_XL,2933eade-0566-4864-aae3-456bbd487cc0.png,png,/datasets/synthbuster/polardiff/STABLE_DIFFUSION_XL/2933eade-0566-4864-aae3-456bbd487cc0.png
158e42af-6d57-478a-aabd-8497869fb086,0,dresden,Panasonic_DMC_FZ50,Panasonic_DMC-FZ50_1_27535.JPG,JPG,/datasets/synthbuster/dresden/Panasonic_DMC_FZ50/Panasonic_DMC-FZ50_1_27535.JPG
ff34d457-214e-4d3c-83ee-ed27bf5c7c55,0,dresden,Praktica_DCZ59,Praktica_DCZ5.9_1_34301.JPG,JPG,/datasets/synthbuster/dresden/Praktica_DCZ59/Praktica_DCZ5.9_1_34301.JPG
8f42fe89-f179-458b-b3b2-f8c1837ab03e,0,dresden,Canon_Ixus55_0,Canon_Ixus55_0_2921.JPG,JPG,/datasets/synthbuster/dresden/Canon_Ixus55_0/Canon_Ixus55_0_2921.JPG
87226479-ca33-4cbf-9054-b1ab807d4327,0,dresden,Panasonic_DMC_FZ50,Panasonic_DMC-FZ50_2_29384.JPG,JPG,/datasets/synthbuster/dresden/Panasonic_DMC_FZ50/Panasonic_DMC-FZ50_2_29384.JPG
d8f97955-525e-4659-bd8f-213556e3e115,0,dresden,Sony_DSC_T77,Sony_DSC-T77_3_50026.JPG,JPG,/datasets/synthbuster/dresden/Sony_DSC_T77/Sony_DSC-T77_3_50026.JPG
067a38d0-ca05-479e-94be-df3b4d7530c1,0,dresden,Samsung_L74wide,Samsung_L74wide_1_44289.JPG,JPG,/datasets/synthbuster/dresden/Samsung_L74wide/Samsung_L74wide_1_44289.JPG
9c358d9e-d81b-4462-9f75-c93f6cfa861c,0,dresden,Olympus_mju_1050SW,Olympus_mju_1050SW_1_24135.JPG,JPG,/datasets/synthbuster/dresden/Olympus_mju_1050SW/Olympus_mju_1050SW_1_24135.JPG
7e7d45f2-7f69-4082-a5a1-756c879cbd40,0,dresden,Nikon_D200,Nikon_D200_1_17464.JPG,JPG,/datasets/synthbuster/dresden/Nikon_D200/Nikon_D200_1_17464.JPG
c1de0efa-a73e-46ca-8c9d-32093e6c7003,0,dresden,Nikon_D200,Nikon_D200_1_17984.JPG,JPG,/datasets/synthbuster/dresden/Nikon_D200/Nikon_D200_1_17984.JPG
1eb1fd1c-a8a6-488d-acfd-16fe4659765f,1,polardiff,STABLE_DIFFUSION_XL,5cec103d-1ed6-4004-946f-51dbe2b59bcf.png,png,/datasets/synthbuster/polardiff/STABLE_DIFFUSION_XL/5cec103d-1ed6-4004-946f-51dbe2b59bcf.png
9d624435-11d3-4455-8f03-f7cb7abe988f,1,polardiff,STABLE_DIFFUSION_XL,f45b3573-2698-498a-a183-eb91d256cfe3.png,png,/datasets/synthbuster/polardiff/STABLE_DIFFUSION_XL/f45b3573-2698-498a-a183-eb91d256cfe3.png
